cell,fecal_pat_use,ant_mound_use,animal_burrows_use,kill_yr,killfrq,extirp,killfreq_startyr,xgrow,veg_prod_type,proportion_killed,proportion_recovered,grazing_frq,proportion_grazing
56,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
57,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
58,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
59,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
60,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
61,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
62,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
63,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
64,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
65,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
66,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
67,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
68,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
69,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
70,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
71,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
72,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
73,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
74,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
75,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
76,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
77,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
78,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
79,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
80,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
81,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
82,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
83,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
84,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
85,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
86,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
87,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
88,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
89,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
90,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
91,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
92,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
93,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
94,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
95,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
96,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
97,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
98,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
99,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
100,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
101,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
102,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
103,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
104,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
105,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
106,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
107,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
108,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
109,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
110,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
111,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
112,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
113,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
114,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
115,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
116,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
117,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
118,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
119,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
120,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
121,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
122,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
123,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
124,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
125,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
126,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
127,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
128,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
129,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
130,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
131,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
132,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
133,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
134,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
135,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
136,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
137,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
138,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
139,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
140,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
141,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
142,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
143,0,0,0,0,0,0,0,0,2,0.8,0.4,0,0.4
